iter	Passed	Remaining
929	54917	4133
930	54939	4071
931	54964	4010
932	55002	3949
933	55024	3888
934	55055	3827
935	55079	3766
936	55145	3707
937	55180	3647
938	55270	3590
939	55325	3531
940	55423	3475
941	55541	3419
942	55639	3363
943	55742	3306
944	55823	3248
945	55911	3191
946	55985	3133
947	56048	3074
948	56115	3015
949	56166	2956
950	56240	2897
951	56314	2839
952	56371	2780
953	56416	2720
954	56516	2663
955	56586	2604
956	56683	2546
957	56768	2488
958	56905	2432
959	57002	2375
960	57084	2316
961	57151	2257
962	57210	2198
963	57294	2139
964	57410	2082
965	57511	2024
966	57585	1965
967	57653	1905
968	57743	1847
969	57867	1789
970	57944	1730
971	58035	1671
972	58102	1612
973	58180	1553
974	58241	1493
975	58293	1433
976	58368	1374
977	58437	1314
978	58510	1255
979	58611	1196
980	58701	1136
981	58779	1077
982	58821	1017
983	58926	958
984	59011	898
985	59200	840
986	59300	781
987	59377	721
988	59446	661
989	59525	601
990	59674	541
991	59749	481
992	59865	422
993	60075	362
994	60138	302
995	60254	241
996	60345	181
997	60424	121
998	60512	60
999	60573	0
