iter	RMSE
546	0.7289684453
547	0.7278498939
548	0.7273133083
549	0.7263571079
550	0.7256427595
551	0.7251772066
552	0.7242846788
553	0.7230094426
554	0.7224346814
555	0.7212593139
556	0.7204948437
557	0.7196782697
558	0.7185541591
559	0.7179912766
560	0.7174502652
561	0.7169247051
562	0.7158896593
563	0.7154604207
564	0.7145572408
565	0.714016056
566	0.7133616558
567	0.712736916
568	0.7122500955
569	0.7114925079
570	0.7106071444
571	0.7098084795
572	0.7089167299
573	0.7078256351
574	0.7072450604
575	0.7064329477
576	0.7060184219
577	0.7049848153
578	0.7047530899
579	0.7038527728
580	0.703396229
581	0.702756559
582	0.7020073144
583	0.7013180454
584	0.7008642665
585	0.7002613841
586	0.6997611403
587	0.6986406828
588	0.6979162498
589	0.6970875676
590	0.6966841317
591	0.6958011602
592	0.695465114
593	0.6945271557
594	0.6939690797
595	0.6932568819
596	0.6927456651
597	0.6920544115
598	0.6912608617
599	0.6905538056
600	0.689832424
601	0.6890261145
602	0.6885619253
603	0.6881921406
604	0.6872779136
605	0.6865674754
606	0.6861732123
607	0.6857344922
608	0.6852982561
609	0.6846311383
610	0.6836030701
611	0.683081262
612	0.6822646952
613	0.6814844165
614	0.6806794055
615	0.6800038692
616	0.6791517198
617	0.6784127551
618	0.6779757259
619	0.6771068193
620	0.6763947011
621	0.6756924875
622	0.6750797352
623	0.6742528876
624	0.67400174
625	0.6736354781
626	0.6728796422
627	0.6721280094
628	0.6713099151
629	0.6702718198
630	0.6697219984
631	0.6689621947
632	0.6681646236
633	0.6673106731
634	0.6668330779
635	0.6660625997
636	0.6655708617
637	0.664769693
638	0.664229376
639	0.6637826045
640	0.6631959012
641	0.6624401082
642	0.6615201217
643	0.6606921481
644	0.6603578382
645	0.659717095
646	0.6591090059
647	0.6582361823
648	0.6572569126
649	0.6565387975
650	0.6560951638
651	0.6554130433
652	0.6548544019
653	0.6540413967
654	0.6533725824
655	0.652866912
656	0.6522964809
657	0.6518028282
658	0.6507894267
659	0.6502317448
660	0.6494756117
661	0.6487416193
662	0.6480134778
663	0.6475407004
664	0.6466870623
665	0.6462795245
666	0.6454641449
667	0.6444314805
668	0.6438773219
669	0.6434399641
670	0.6427442706
671	0.6418752442
672	0.6413795197
673	0.6406496417
674	0.640107463
675	0.6394555724
676	0.6388562195
677	0.6378172435
678	0.6370291213
679	0.6363413093
680	0.6356193853
681	0.6349811871
682	0.6341885967
683	0.6334742752
684	0.6325678509
685	0.6319759301
686	0.6314897902
687	0.6308118955
688	0.6301733148
689	0.6291015493
690	0.6283894978
691	0.6280015799
692	0.6272002401
693	0.6265232719
694	0.6258001523
695	0.6250362961
696	0.6242517795
697	0.6235557751
698	0.6228423148
699	0.6222900201
700	0.621562812
701	0.6207727204
702	0.6200088709
703	0.6191846271
704	0.6187876035
705	0.6180925641
706	0.6175475473
707	0.6169254511
708	0.6162538446
709	0.615826635
710	0.6151064707
711	0.6143960195
712	0.6140505905
713	0.6132879922
714	0.612469014
715	0.6116352596
716	0.6111739522
717	0.6106381374
718	0.6099392592
719	0.6099320099
720	0.6090245224
721	0.6085013322
722	0.6081688256
723	0.6074677196
724	0.6068927646
725	0.6068793882
726	0.6058814428
727	0.6058515553
728	0.6050346263
729	0.6042452318
730	0.6035831751
731	0.6035696029
732	0.6024094896
733	0.6017485169
734	0.6009622028
735	0.6006565751
736	0.5999043513
737	0.5995370295
738	0.5987959133
739	0.5981662775
740	0.5972939383
741	0.5968088698
742	0.596078321
743	0.5952686594
744	0.5945528459
745	0.5939780863
746	0.5934506267
747	0.5928631259
748	0.5920811804
749	0.5913963008
750	0.5910551347
751	0.5904820298
752	0.5900083907
753	0.5897976892
754	0.5895075666
755	0.5888688713
756	0.5883706934
757	0.5874234657
758	0.5869259084
759	0.586070504
760	0.585359067
761	0.5848120929
762	0.5842998902
763	0.5837782184
764	0.5831637258
765	0.58249464
766	0.5819744292
767	0.581336388
768	0.5806773626
769	0.5797886193
770	0.5790719475
771	0.578501029
772	0.5779345371
773	0.5772373762
774	0.576475011
775	0.5759221325
776	0.5754301157
777	0.5746220264
778	0.5738138693
779	0.5733343873
780	0.5727004691
781	0.5722753221
782	0.5718495546
783	0.5708272957
784	0.569846917
785	0.569148208
786	0.5686667398
787	0.5679235467
788	0.5671541057
789	0.5668394679
790	0.5663059865
791	0.5658626817
792	0.5650410656
793	0.5644233748
794	0.5638128156
795	0.5633522742
796	0.5628453374
797	0.5623151598
798	0.5617035596
799	0.560961723
800	0.5602097771
801	0.5594978782
802	0.558792211
803	0.5583449897
804	0.5578112343
805	0.5573905073
806	0.5565619661
807	0.5560739828
808	0.5553072156
809	0.5544571489
810	0.5538611722
811	0.5533740387
812	0.5527839023
813	0.5521750164
814	0.5511039583
815	0.5505766771
816	0.5502208299
817	0.5496216604
818	0.5492703649
819	0.5489015151
820	0.548318321
821	0.5479779622
822	0.5469791103
823	0.5463909908
824	0.5461542121
825	0.5456844856
826	0.5450769901
827	0.5443557118
828	0.5440369396
829	0.5434842478
830	0.5431749594
831	0.5423637236
832	0.5417945753
833	0.5411493279
834	0.5405789349
835	0.5402056303
836	0.5397544993
837	0.5394852038
838	0.5388246541
839	0.5382934411
840	0.5376244919
841	0.5367877831
842	0.5360140098
843	0.5355427989
844	0.5347259422
845	0.5340066637
846	0.5332767162
847	0.5328456438
848	0.5324792691
849	0.5320477046
850	0.5312395822
851	0.5308032585
852	0.5302286823
853	0.5296444519
854	0.529197829
855	0.5284490776
856	0.5279074853
857	0.5272857552
858	0.526661393
859	0.5259692202
860	0.5252306437
861	0.5244487188
862	0.5237081543
863	0.5233341656
864	0.522722455
865	0.5222261249
866	0.5215990004
867	0.521144503
868	0.5205893476
869	0.5200289925
870	0.5194475877
871	0.5187965481
872	0.5182743508
873	0.5177005995
874	0.5171310378
875	0.5162413972
876	0.5156722359
877	0.5151783101
878	0.51448594
879	0.513786289
880	0.5133363836
881	0.512709128
882	0.5119755885
883	0.5113963365
884	0.5109109931
885	0.5104391486
886	0.5095902218
887	0.5091336271
888	0.5083469647
889	0.5079270526
890	0.5073217805
891	0.5070120159
892	0.5065336335
893	0.5060964346
894	0.5056337293
895	0.5051573111
896	0.5047411806
897	0.5045596406
898	0.5041132732
899	0.5036787332
900	0.5031219055
901	0.5026135667
902	0.5019751956
903	0.5014951707
904	0.5011177354
905	0.5005658954
906	0.4996722074
907	0.4990573882
908	0.4986753503
909	0.4980315604
910	0.4974491047
911	0.4969348533
912	0.4964177091
913	0.4958441089
914	0.4953381511
915	0.4947776581
916	0.494204986
917	0.4935697733
918	0.4931693615
919	0.4929887861
920	0.4924026402
921	0.4919039595
922	0.4912001177
923	0.4905942842
924	0.4899750478
925	0.4894395547
926	0.4890352417
927	0.4886725662
928	0.4882777075
929	0.4878955229
930	0.4873049914
931	0.4867447443
932	0.486201433
933	0.4857531181
934	0.4852750719
935	0.484557833
936	0.4840588023
937	0.4833804557
938	0.4829401724
939	0.4825399735
940	0.4820788228
941	0.4816328723
942	0.4809915217
943	0.4804024871
944	0.4798679618
945	0.4793203453
946	0.4786949193
947	0.4786852783
948	0.4781449965
949	0.477832422
950	0.4771307135
951	0.4766505226
952	0.4760373226
953	0.4757125987
954	0.4754125076
955	0.4749272982
956	0.4744542879
957	0.4739496948
958	0.473514754
959	0.4731071588
960	0.4728242264
961	0.4723502026
962	0.4718986447
963	0.471172619
964	0.4705698301
965	0.4701759013
966	0.469874872
967	0.4693822207
968	0.468825098
969	0.4683617845
970	0.4679657509
971	0.4674808493
972	0.4669932569
973	0.4664854572
974	0.4662685165
975	0.4660060186
976	0.4656426337
977	0.465261573
978	0.464925621
979	0.4643850973
980	0.4638366166
981	0.4630233649
982	0.4623087249
983	0.4616833278
984	0.461348307
985	0.4609624901
986	0.4605403754
987	0.4600817458
988	0.4596343212
989	0.4592992428
990	0.458838882
991	0.4582990802
992	0.4577868432
993	0.4571897491
994	0.4567429355
995	0.4563249862
996	0.4558764281
997	0.4554685698
998	0.4549690188
999	0.4546558944
