iter	RMSE
215	2.420999912
216	2.418133634
217	2.414995023
218	2.411649928
219	2.408137601
220	2.404609592
221	2.401784818
222	2.399688948
223	2.397387416
224	2.393751683
225	2.390313829
226	2.388243141
227	2.385122438
228	2.383593443
229	2.382501931
230	2.379498756
231	2.375636387
232	2.372763751
233	2.369224328
234	2.365596271
235	2.362111825
236	2.360392873
237	2.357417257
238	2.3538055
239	2.351515012
240	2.347801905
241	2.343764871
242	2.3401706
243	2.336313945
244	2.334925202
245	2.328728529
246	2.326065067
247	2.32200871
248	2.317322654
249	2.313951001
250	2.31249452
251	2.308650701
252	2.304548418
253	2.303220622
254	2.299002752
255	2.294305521
256	2.291433311
257	2.290057999
258	2.287211842
259	2.28494505
260	2.280384955
261	2.277254481
262	2.2737433
263	2.270835624
264	2.267284331
265	2.263769273
266	2.261142044
267	2.257589594
268	2.254952206
269	2.252869192
270	2.248854379
271	2.24499097
272	2.241934583
273	2.238750199
274	2.236491257
275	2.232565208
276	2.230423969
277	2.229155393
278	2.22525144
279	2.221960412
280	2.21867086
281	2.216128145
282	2.213136174
283	2.211392904
284	2.208707701
285	2.205580163
286	2.202219862
287	2.199890711
288	2.195562962
289	2.19343586
290	2.189936852
291	2.187041331
292	2.183170435
293	2.180783386
294	2.177793558
295	2.174602656
296	2.169859302
297	2.16668204
298	2.163820755
299	2.161651527
300	2.160629132
301	2.157096272
302	2.153799516
303	2.151735227
304	2.149781959
305	2.146255842
306	2.143645882
307	2.140953502
308	2.13832782
309	2.134296422
310	2.1312416
311	2.127988822
312	2.126051525
313	2.122671081
314	2.119243892
315	2.116561905
316	2.113707644
317	2.111400805
318	2.108249272
319	2.105488351
320	2.102521856
321	2.098559587
322	2.096153892
323	2.094025618
324	2.092702271
325	2.089218864
326	2.086660314
327	2.084196587
328	2.081425847
329	2.077121793
330	2.071499726
331	2.069662744
332	2.065762828
333	2.062947414
334	2.058942752
335	2.05533336
336	2.05286047
337	2.048861186
338	2.045569661
339	2.043242401
340	2.041271301
341	2.038165877
342	2.035418494
343	2.032743913
344	2.028989435
345	2.026673198
346	2.026084947
347	2.023205038
348	2.021274158
349	2.018104008
350	2.01539058
351	2.014139354
352	2.010729105
353	2.008634694
354	2.00676709
355	2.003298323
356	2.002462635
357	1.999898851
358	1.997465847
359	1.994940155
360	1.993639437
361	1.992089748
362	1.988872272
363	1.985325684
364	1.981408235
365	1.980556927
366	1.979293845
367	1.976526625
368	1.973887433
369	1.970606916
370	1.969904455
371	1.965758701
372	1.964062825
373	1.962535699
374	1.961855655
375	1.959360653
376	1.957611873
377	1.954389954
378	1.952513663
379	1.951930945
380	1.949110476
381	1.946259789
382	1.943601848
383	1.940489448
384	1.939215966
385	1.937747761
386	1.934315493
387	1.930577036
388	1.927851152
389	1.926354955
390	1.924033503
391	1.921386585
392	1.919247233
393	1.916020648
394	1.91372447
395	1.912449712
396	1.909949522
397	1.908483999
398	1.905798614
399	1.903083958
400	1.901358244
401	1.897781777
402	1.896355424
403	1.895364547
404	1.893909234
405	1.890161129
406	1.888682917
407	1.88428013
408	1.881741063
409	1.879402378
410	1.877259491
411	1.874504097
412	1.872022804
413	1.870779249
414	1.868184
415	1.86678407
416	1.864445447
417	1.861110271
418	1.859422988
419	1.858589992
420	1.854771858
421	1.853653464
422	1.851349796
423	1.848707334
424	1.846207285
425	1.844198334
426	1.842399507
427	1.83923069
428	1.837158369
429	1.835775778
430	1.833296832
431	1.830701404
432	1.828373532
433	1.826674286
434	1.823505816
435	1.821529962
436	1.818912051
437	1.817161709
438	1.815088311
439	1.814255571
440	1.812520807
441	1.810646571
442	1.808079743
443	1.805604633
444	1.80324088
445	1.800535383
446	1.798027557
447	1.794517799
448	1.791273528
449	1.788650534
450	1.786147274
451	1.782426119
452	1.781419162
453	1.779190106
454	1.778663346
455	1.775893605
456	1.772496747
457	1.769652487
458	1.767487704
459	1.765852363
460	1.764812514
461	1.763214238
462	1.759616724
463	1.757044421
464	1.754937608
465	1.752469342
466	1.750149172
467	1.746539209
468	1.74418733
469	1.74188471
470	1.740232588
471	1.737576701
472	1.734386745
473	1.733724345
474	1.731669739
475	1.72935371
476	1.727046835
477	1.72393755
478	1.721664008
479	1.719114832
480	1.716236855
481	1.714641338
482	1.712588343
483	1.710279294
484	1.707929532
485	1.705643853
486	1.702241846
487	1.699672423
488	1.69707315
489	1.695717746
490	1.693763356
491	1.691344434
492	1.688959669
493	1.687928808
494	1.685747858
495	1.682750293
496	1.68100831
497	1.678060963
498	1.67756607
499	1.674403209
500	1.671452428
501	1.667903867
502	1.666099626
503	1.663840761
504	1.662080446
505	1.659896045
506	1.657315456
507	1.655149337
508	1.654608932
509	1.651702949
510	1.649418652
511	1.646122129
512	1.643144736
513	1.641195649
514	1.638632973
515	1.636285902
516	1.633035962
517	1.631411251
518	1.62977295
519	1.628297643
520	1.626596403
521	1.625008149
522	1.622188726
523	1.619131282
524	1.61774532
525	1.616600259
526	1.613630925
527	1.61021672
528	1.60817476
529	1.606574614
530	1.605571624
531	1.604500057
532	1.603039953
533	1.6014112
534	1.599298764
535	1.596405655
536	1.594636291
537	1.593013957
538	1.590595259
539	1.589007043
540	1.587020029
541	1.58528372
542	1.583255522
543	1.581011541
544	1.578196534
545	1.575924225
546	1.574159698
547	1.571741365
548	1.569858814
549	1.56729251
550	1.566060917
551	1.564312917
552	1.563059747
553	1.560825678
554	1.558961533
555	1.556468175
556	1.554631955
557	1.552653285
558	1.550080378
559	1.548082454
560	1.545825294
561	1.545009986
562	1.542622445
563	1.540615029
564	1.538224598
565	1.537460189
566	1.53638812
567	1.53382091
568	1.531601846
569	1.530367638
570	1.528494346
571	1.52677228
572	1.524070212
573	1.521474948
574	1.519907234
575	1.518477858
576	1.516087573
577	1.514918674
578	1.512850702
579	1.511873867
580	1.509175991
581	1.507486347
582	1.504859089
583	1.503198961
584	1.50116646
585	1.499243673
586	1.497461546
587	1.495811673
588	1.493069818
589	1.490530549
590	1.487399081
591	1.485028368
592	1.483518781
593	1.48196701
594	1.479491378
595	1.477386013
596	1.476731771
597	1.474820257
598	1.47279794
599	1.471384974
600	1.467488617
601	1.46575383
602	1.463663833
603	1.461612242
604	1.459626477
605	1.456954626
606	1.455514054
607	1.454043644
608	1.452592925
609	1.450163268
610	1.44873366
611	1.447066619
612	1.444950559
613	1.443782902
614	1.44196701
615	1.440616974
616	1.439544987
617	1.437677486
618	1.435663085
619	1.434375832
620	1.432497266
621	1.430704811
622	1.428902855
623	1.426508287
624	1.42513654
625	1.423353974
626	1.421434305
627	1.420044973
628	1.41811541
629	1.417017791
630	1.414320224
631	1.41255482
632	1.410619038
633	1.40938902
634	1.408562549
635	1.407339877
636	1.405122223
637	1.403571516
638	1.402553922
639	1.400599127
640	1.399170526
641	1.397502223
642	1.396116907
643	1.394559346
644	1.392736666
645	1.390849331
646	1.389276531
647	1.388662692
648	1.387353888
649	1.384719328
650	1.383627537
651	1.380355474
652	1.37885387
653	1.37719771
654	1.37484834
655	1.373673289
656	1.372170846
657	1.370496824
658	1.368518878
659	1.366852674
660	1.365310073
661	1.362985933
662	1.360426004
663	1.358609794
664	1.357182339
665	1.355428243
666	1.353885732
667	1.353045027
668	1.350797216
669	1.34912612
670	1.347851372
671	1.346071918
672	1.34392374
673	1.341586988
674	1.338305601
675	1.336871358
676	1.33436299
677	1.332750981
678	1.33084359
679	1.329499255
680	1.328334233
681	1.327041263
682	1.325842344
683	1.324131827
684	1.322270596
685	1.319587549
686	1.318074404
687	1.316385948
688	1.314305731
689	1.313148224
690	1.31117452
691	1.30949589
692	1.307614183
693	1.306996938
694	1.305962145
695	1.304273864
696	1.301984238
697	1.300299711
698	1.298835288
699	1.297076653
700	1.295568737
701	1.293991427
702	1.292409496
703	1.291382163
704	1.290062864
705	1.288928928
706	1.287328466
707	1.285620439
708	1.283992971
709	1.282517845
710	1.280946338
711	1.27946821
712	1.27851536
713	1.275910838
714	1.274556134
715	1.272675209
716	1.27107652
717	1.269653522
718	1.268606912
719	1.266172803
720	1.264588315
721	1.263284292
722	1.261978646
723	1.260701866
724	1.25921538
725	1.256743613
726	1.255517475
727	1.254110436
728	1.251931689
729	1.250394458
730	1.248700002
731	1.247448507
732	1.245805863
733	1.24498043
734	1.243697338
735	1.242485711
736	1.241758093
737	1.240462334
738	1.238264896
739	1.236257672
740	1.235482393
741	1.234869073
742	1.233510957
743	1.23226902
744	1.230473497
745	1.228024939
746	1.226321051
747	1.224880744
748	1.222596486
749	1.221475372
750	1.220444693
751	1.218310598
752	1.215962612
753	1.21373634
754	1.212086173
755	1.211131617
756	1.209697531
757	1.20945413
758	1.208383675
759	1.20734409
760	1.205305548
761	1.203708211
762	1.201514008
763	1.200044968
764	1.198855361
765	1.197675611
766	1.196353915
767	1.194579878
768	1.193467939
769	1.191755567
770	1.190421759
771	1.188263546
772	1.186108361
773	1.185072721
774	1.183991054
775	1.181386987
776	1.179521072
777	1.178054527
778	1.17657215
779	1.174851182
780	1.173574184
781	1.17215689
782	1.17104023
783	1.169292952
784	1.168194219
785	1.16685848
786	1.16552679
787	1.164153744
788	1.163559641
789	1.162369083
790	1.161785446
791	1.160915017
792	1.158978818
793	1.157371404
794	1.156577663
795	1.155435055
796	1.153559183
797	1.152447905
798	1.150803449
799	1.149144226
800	1.147664523
801	1.145741071
802	1.144422285
803	1.142491463
804	1.141015192
805	1.14001515
806	1.13826927
807	1.1366056
808	1.135568952
809	1.134393628
810	1.133368874
811	1.131900908
812	1.130915503
813	1.12952071
814	1.127556687
815	1.126084779
816	1.124599279
817	1.123732835
818	1.122179122
819	1.122043935
820	1.120234052
821	1.118739553
822	1.118201036
823	1.116340364
824	1.114885373
825	1.11376856
826	1.112453644
827	1.110864092
828	1.109377639
829	1.108287361
830	1.107353647
831	1.105595207
832	1.104468668
833	1.102792823
834	1.101233505
835	1.099347195
836	1.097738455
837	1.096189222
838	1.095116383
839	1.093143599
840	1.091557274
841	1.09061502
842	1.089328116
843	1.088051532
844	1.086855713
845	1.085916153
846	1.084605758
847	1.082682658
848	1.081555875
849	1.079430545
850	1.078665651
851	1.077206127
852	1.07556436
853	1.073882555
854	1.073073438
855	1.071683955
856	1.070561336
857	1.068507185
858	1.067373924
859	1.066368883
860	1.065375446
861	1.064366449
862	1.062806632
863	1.061518235
864	1.060339864
865	1.059957973
866	1.05932115
867	1.057702938
868	1.05682783
869	1.055445156
870	1.054139643
871	1.053098893
872	1.051231511
873	1.050164291
874	1.049073834
875	1.048445481
876	1.047660072
877	1.046093952
878	1.044835058
879	1.043110477
880	1.04197637
881	1.040179778
882	1.03917149
883	1.038968865
884	1.038043256
885	1.036454311
886	1.035042478
887	1.033812019
888	1.032384491
889	1.03078449
890	1.029440137
891	1.027544476
892	1.026065853
893	1.025210972
894	1.025170344
895	1.024195564
896	1.022399343
897	1.021028882
898	1.019757436
899	1.019161296
900	1.016970361
901	1.015720813
902	1.014300047
903	1.013236837
904	1.011620049
905	1.010660277
906	1.010079265
907	1.008397135
908	1.007692935
909	1.006320552
910	1.004338739
911	1.002718566
912	1.001445406
913	1.000750266
914	0.9994142547
915	0.9980673776
916	0.9967315076
917	0.9956017994
918	0.9947549838
919	0.994059716
920	0.9934802407
921	0.9920539498
922	0.991077606
923	0.9904101728
924	0.9889667402
925	0.9876970934
926	0.9861142443
927	0.9851774339
928	0.9839645034
929	0.9828037915
930	0.9815511484
931	0.9805157435
932	0.9791829692
933	0.9775938524
934	0.9765625525
935	0.9753422087
936	0.9740295067
937	0.9723189723
938	0.9714601854
939	0.9700107801
940	0.9687762717
941	0.9676384254
942	0.966876511
943	0.9658133381
944	0.9649171174
945	0.9641567892
946	0.9628045432
947	0.9615454515
948	0.9597695368
949	0.9589744675
950	0.9579017937
951	0.9576485184
952	0.9565814658
953	0.9558892707
954	0.9545901672
955	0.9530998751
956	0.9519557155
957	0.9501003888
958	0.9488981852
959	0.9480435887
960	0.9469731429
961	0.9465850052
962	0.9449913557
963	0.943657283
964	0.9428994446
965	0.9420364131
966	0.9407651775
967	0.939920543
968	0.9384230128
969	0.9368532302
970	0.9352515273
971	0.933933482
972	0.9333172577
973	0.9324542269
974	0.9311009971
975	0.9300943502
976	0.9290221448
977	0.9277157375
978	0.9269337248
979	0.9257875191
980	0.9252910261
981	0.924316096
982	0.9238028573
983	0.9230035421
984	0.9210809143
985	0.9198687449
986	0.9189227344
987	0.9183598632
988	0.9178718823
989	0.9175271079
990	0.916283273
991	0.9159290632
992	0.9147178509
993	0.9136501444
994	0.9125722123
995	0.9115718458
996	0.9104525585
997	0.9091931583
998	0.9081116131
999	0.9069235294
